	mean	Vm_per_gen	Vm_per_median_gen	Vm_per_mut	Vm_per_median_mut	median	abs_mean	abs_median	k0	k4	k0:k4	k0:k4_Group
ChCC-v11002286m.g	-1.0643654321311766	0.0057454691825102	0.0057117719613451	0.0267583325077158	0.0336965345408314	-1.40502737064604	1.0643654321311766	1.40502737064604	0.1439743788792687	0.460716454235719	0.31250105689866736	(0.0, 0.4]
ChCC-v11002289m.g	-0.9346877695002417	0.003765999272442	0.0037439116575998	0.0175393614611283	0.0220871647786206	-0.18475633116247	0.9346877695002417	0.18475633116247	0.1171682936778605	0.5249798592227589	0.22318626442418196	(0.0, 0.4]
ChCC-v11002290m.g	-1.0736109905247013	0.0045151265859444	0.0044886453336182	0.021028266737364	0.0264807127366805	-0.740017964021793	1.0736109905247013	0.740017964021793	0.1566953962220048	0.5954639097614332	0.2631484354522565	(0.0, 0.4]
ChCC-v11002295m.g	-0.4210980381046644	0.0010784330342265	0.001072108016145	0.0050225784527714	0.0063248892011132	-0.348662576468715	0.4210980381046644	0.348662576468715	0.2102264738656188	0.4468945219704228	0.47041631420922275	(0.4, 0.8]
ChCC-v11002297m.g	0.20974346089919368	0.0016783173790764	0.0016684740346755	0.007816415519121	0.0098431438300426	-0.255745718021175	0.20974346089919368	0.255745718021175	0.0649932807500675	0.4642794063046674	0.139987429697491	(0.0, 0.4]
ChCC-v11002300m.g	0.9118518513963452	0.0036634508225521	0.0036419646551611	0.0170617632993178	0.0214857295826327	0.896025158698391	0.9118518513963452	0.896025158698391	0.2356192032429162	0.4992527412892217	0.4719437346192153	(0.4, 0.8]
ChCC-v11002303m.g	-0.6936356934542268	0.0022315694099263	0.0022184812380882	0.0103930722431911	0.0130879051498094	-0.667350597166588	0.6936356934542268	0.667350597166588	0.00483482737974	0.2250784443377536	0.021480632647721872	(0.0, 0.4]
ChCC-v11002305m.g	0.8976937440580444	0.0023788948963138	0.0023649426593592	0.0110792101766459	0.0139519526597866	1.01845943485015	0.8976937440580444	1.01845943485015	0.0210392477610748	0.2291499855521688	0.09181430978656971	(0.0, 0.4]
ChCC-v11002307m.g	0.4011700818374664	0.0008165142870781	0.0008117254244731	0.0038027461460321	0.0047887650257293	0.373467900203419	0.4011700818374664	0.373467900203419	0.0794936368604829	0.2344185401412185	0.3391098537368005	(0.0, 0.4]
ChCC-v11002308m.g	1.2148012261320673	0.0039126501571701	0.0038897024337554	0.0182223575771025	0.0229472558252708	1.12658166724491	1.2148012261320673	1.12658166724491	0.0336190735350482	0.2401256456972019	0.14000617650578565	(0.0, 0.4]
ChCC-v11002310m.g	0.2681356691565292	0.0003204916428803	0.0003186119569175	0.0014926234348696	0.0018796476617157	0.276845713522686	0.2681356691565292	0.276845713522686	0.0109192101566745	0.1313389833749224	0.08313761745440305	(0.0, 0.4]
ChCC-v11002313m.g	0.6560218511503113	0.0047885601010284	0.0047604751590226	0.0223017266904069	0.0280843697389134	0.839000255479583	0.6560218511503113	0.839000255479583	0.0191093139757386	0.1996136217835302	0.09573151273444445	(0.0, 0.4]
ChCC-v11002316m.g	0.28766060239009106	0.0009353770561731	0.0009298910625086	0.004356324869927	0.0054858818802798	0.283846032208067	0.28766060239009106	0.283846032208067	0.059319441627912	0.35230194559794	0.16837670744972139	(0.0, 0.4]
ChCC-v11002317m.g	1.7652796921207214	0.0089747996054188	0.0089221623363623	0.0417982699764462	0.0526361965044789	2.18718528113596	1.7652796921207214	2.18718528113596	0.0136990109829699	0.1930590061117684	0.07095763755791365	(0.0, 0.4]
ChCC-v11002319m.g	0.2548916975983246	0.0010924763867608	0.0010860690043082	0.005087982458032	0.0064072518939954	0.315144870439578	0.2548916975983246	0.315144870439578	0.0153851548748271	0.1967731983506182	0.0781872480794525	(0.0, 0.4]
ChCC-v11002321m.g	0.22792743478913696	0.0017901002165798	0.001779601264973	0.0083370209282805	0.0104987376771864	0.233433186777934	0.22792743478913696	0.233433186777934	0.027827562984882	0.2947899163694488	0.09439794728258884	(0.0, 0.4]
ChCC-v11002323m.g	-0.501666015269005	0.0023313601643828	0.0023176867189984	0.0108578270097938	0.0136731667703281	-0.612843200637042	0.501666015269005	0.612843200637042	0.0866488181540192	0.4331868710459081	0.20002641803249935	(0.0, 0.4]
ChCC-v11002327m.g	-0.27797287154801587	0.0006661365160316	0.0006622296202162	0.0031023928290777	0.0039068162074038	-0.360590276488966	0.27797287154801587	0.360590276488966	0.1253084662496253	0.3848715550702576	0.32558515847384584	(0.0, 0.4]
ChCC-v11002328m.g	-0.777990070469583	0.0016894485009754	0.0016795398724585	0.0078682564134841	0.0099084266157704	-0.845827645379093	0.777990070469583	0.845827645379093	0.2267106539047002	0.5208650741167513	0.4352579298758727	(0.4, 0.8]
ChCC-v11002330m.g	0.7980960884003184	0.0028691658636324	0.0028523381836649	0.0133625456442394	0.0168273370818122	0.743385512415107	0.7980960884003184	0.743385512415107	0.0570152304708062	0.3420130404532467	0.16670484375463515	(0.0, 0.4]
ChCC-v11002333m.g	-0.15141797933921192	0.0024313761175104	0.0024171160777879	0.0113236305925564	0.0142597491558814	0.337323380645994	0.15141797933921192	0.337323380645994	0.1788868240076992	0.4193138573922148	0.42661796373777683	(0.4, 0.8]
ChCC-v11002334m.g	0.15489746775442612	0.0024536739976063	0.0024392831806446	0.011427478349958	0.014390523730241	0.0440913342447974	0.15489746775442612	0.0440913342447974				
ChCC-v11002336m.g	0.19630679012420058	0.0003620477933322	0.0003599243802259	0.0016861625969833	0.0021233698390705	0.359462643211986	0.19630679012420058	0.359462643211986	0.1111578052663907	0.3672470329234085	0.302678565927511	(0.0, 0.4]
ChCC-v11002338m.g	0.26484559353586945	0.000546042196547	0.0005428396548436	0.0025430784143662	0.0032024764474776	0.262768747740579	0.26484559353586945	0.262768747740579	0.133686173554739	0.4316091129206417	0.30973899658907195	(0.0, 0.4]
ChCC-v11002339m.g	-0.14184410513530782	0.0002784274924513	0.000276794513056	0.0012967183680981	0.0016329461212782	-0.146048205959179	0.14184410513530782	0.146048205959179	0.0522413606498151	0.3773168429889794	0.13845488644497367	(0.0, 0.4]
ChCC-v11002342m.g	-0.10962849608323506	0.0011459722621502	0.0011392511259749	0.0053371284156532	0.0067209992235149	-0.310476568778845	0.10962849608323506	0.310476568778845	0.1692298263400458	0.5004507994290937	0.33815477272311384	(0.0, 0.4]
ChCC-v11002343m.g	0.7362797194441411	0.0036134375581417	0.0035922447189331	0.0168288368808867	0.0211924073772272	0.575037616270818	0.7362797194441411	0.575037616270818				
ChCC-v11002347m.g	-1.2366515194914431	0.0049209550786929	0.0048920936391198	0.0229183288724328	0.0288608514841267	-1.7475058728125	1.2366515194914431	1.7475058728125	0.156775981759153	0.4271145975661631	0.36705835542150317	(0.0, 0.4]
ChCC-v11002350m.g	-0.12885313137158988	0.0006571181655999	0.0006532641624795	0.0030603917301497	0.0038539245901712	-0.138212315129529	0.12885313137158988	0.138212315129529	0.0502580327122201	0.2719050475433478	0.1848367037180795	(0.0, 0.4]
ChCC-v11002353m.g	-0.04774264576691721	0.0023664769786769	0.0023525975729052	0.0110213762977012	0.0138791229608908	0.0164677680770636	0.04774264576691721	0.0164677680770636	0.0663823689794779	0.2697416790576525	0.24609607685169724	(0.0, 0.4]
ChCC-v11002355m.g	1.4599690823971314	0.0068321985443392	0.0067921276470671	0.0318195493876595	0.0400700807759896	1.62435743502769	1.4599690823971314	1.62435743502769				
ChCC-v11002356m.g	0.08939728073187346	0.0021173291605691	0.0021049110086765	0.009861021947391	0.0124178988568269	-0.190925273539009	0.08939728073187346	0.190925273539009	0.0465394361287716	0.3910618034005283	0.11900787989029339	(0.0, 0.4]
ChCC-v11002357m.g	-1.192886526355166	0.0060510835666254	0.0060155939147352	0.0281816681918039	0.0354889287428335	-0.593571985523087	1.192886526355166	0.593571985523087	0.1372948774766516	0.4267361579422986	0.32173246846173276	(0.0, 0.4]
ChCC-v11002358m.g	0.08962373952835231	0.0007100721687156	0.0007059075899575	0.0033070140299083	0.0041644938993746	-0.0306004121439191	0.08962373952835231	0.0306004121439191	0.0139492563015334	0.2186406365692099	0.0637999253954688	(0.0, 0.4]
ChCC-v11002362m.g	1.5954396379702094	0.0074063738556172	0.0073629354157064	0.0344936519559352	0.0434375547967136	1.7138026157569	1.5954396379702094	1.7138026157569				
ChCC-v11002364m.g	-1.1142085081579813	0.0060563024846665	0.0060207822237817	0.0282059742214487	0.0355195371137864	0.0	1.1142085081579813	0.0	0.0420572683711125	0.3007875674242857	0.13982382560309498	(0.0, 0.4]
ChCC-v11002370m.g	-0.16806791138966604	0.0007038398415383	0.0006997118154274	0.0032779882571457	0.0041279419971144	-0.272741877029936	0.16806791138966604	0.272741877029936	0.1126210183436574	0.487517065444643	0.23100938680154856	(0.0, 0.4]
ChCC-v11002372m.g	0.6579561194814475	0.0019669094070468	0.0019553734681712	0.0091604731057522	0.0115357038159732	0.536184385318024	0.6579561194814475	0.536184385318024				
ChCC-v11002379m.g	0.24585113578779885	0.0022730868194883	0.0022597551477222	0.0105864309776354	0.0133314001161753	0.418015687030103	0.24585113578779885	0.418015687030103	0.1622299539882588	0.5827369688136192	0.278393104728775	(0.0, 0.4]
ChCC-v11002380m.g	0.9160851105142948	0.0052144323765636	0.00518384969037	0.0242851385916105	0.0305820630319589	1.22637068390721	0.9160851105142948	1.22637068390721	0.1257291600011021	0.5751261722633284	0.21861143878448902	(0.0, 0.4]
ChCC-v11002382m.g	0.5048940355423881	0.0036595191114613	0.0036380560035863	0.0170434521693908	0.0214626705365622	0.375377412174225	0.5048940355423881	0.375377412174225	0.0453212295068324	0.3199401998530852	0.1416553141107109	(0.0, 0.4]
ChCC-v11002384m.g	0.06888468384853233	0.0002648383406273	0.0002632850617124	0.0012334297085554	0.0015532472647927	0.0514818224517142	0.06888468384853233	0.0514818224517142	0.1000733602670358	0.3642333278518732	0.2747506958169785	(0.0, 0.4]
ChCC-v11002387m.g	-0.1260306089427491	0.0002316309963997	0.0002302724788154	0.001078773381924	0.0013584899027341	-0.0448467790545313	0.1260306089427491	0.0448467790545313	0.0236799464370676	0.2798597376397478	0.08461362336996772	(0.0, 0.4]
ChCC-v11002389m.g	0.08744554122402523	0.0005528034208861	0.0005495612245497	0.0025745674160958	0.0032421302724733	-0.0718328643744163	0.08744554122402523	0.0718328643744163	0.009966924089012	0.1202569875563845	0.08288020755832454	(0.0, 0.4]
ChCC-v11002390m.g	-0.5671756018301213	0.0038294555423142	0.0038069957559587	0.0178348958926953	0.0224593287084331	-0.608264070755913	0.5671756018301213	0.608264070755913	0.0871009865999293	0.4300094855604934	0.2025559656815431	(0.0, 0.4]
ChCC-v11002393m.g	-0.3182773206312369	0.00189043453221	0.0018793471190665	0.0088043072184479	0.0110871872232313	-0.29432813027453	0.3182773206312369	0.29432813027453	0.0672198065079139	0.3007875674242857	0.22347933820381216	(0.0, 0.4]
ChCC-v11002394m.g	-0.12557911613410883	0.0003641159452788	0.0003619804024453	0.0016957945862438	0.0021354993190642	-0.0540443393958206	0.12557911613410883	0.0540443393958206	0.1658119541206403	0.5362724188570898	0.3091935148818966	(0.0, 0.4]
ChCC-v11002396m.g	0.9702908225774755	0.0028617855952092	0.0028450012005731	0.013328173572927	0.0167840526324587	1.16575858118744	0.9702908225774755	1.16575858118744	0.0827963544423703	0.3525027219343016	0.23488146130628074	(0.0, 0.4]
ChCC-v11002397m.g	-0.14495917127405283	0.0014752634045524	0.0014666109732817	0.0068707336966748	0.0086522549663398	-0.574885730911538	0.14495917127405283	0.574885730911538				
ChCC-v11002399m.g	0.693485388965514	0.0016734092377439	0.0016635946796299	0.0077935568676173	0.009814358129748	0.57514274893527	0.693485388965514	0.57514274893527				
ChCC-v11002400m.g	-0.04925604562547944	0.0027326649608621	0.0027166378597445	0.0127268209666014	0.0160267745448041	-0.274570096172728	0.04925604562547944	0.274570096172728				
ChCC-v11002401m.g	0.20135841480141414	0.0011050996688861	0.0010986182507862	0.0051467727795387	0.0064812860326602	0.262223349729497	0.20135841480141414	0.262223349729497				
ChCC-v11002404m.g	0.3653075407452278	0.0027397103003717	0.0027236418782834	0.0127596331758812	0.0160680946735168	0.333385170967196	0.3653075407452278	0.333385170967196	1.302951229981088	3.1086975442576508	0.41913090978821144	(0.4, 0.8]
ChCC-v11002410m.g	0.2516569515119183	0.0007173662629229	0.000713158904246	0.0033409847626619	0.0042072729465847	0.439108132463967	0.2516569515119183	0.439108132463967	0.0584711561022838	0.3153772391045287	0.18540068480624916	(0.0, 0.4]
ChCC-v11002413m.g	-0.13275872292340446	0.0008731586826531	0.0008680376002303	0.0040665556841825	0.005120978074204	-0.13101688783972	0.13275872292340446	0.13101688783972	0.0513339792938385	0.3990951582014331	0.12862591349186195	(0.0, 0.4]
ChCC-v11002415m.g	0.36600597481808766	0.0075486647328421	0.0075043917558365	0.0351563422401659	0.0442720748867085	0.634208601041374	0.36600597481808766	0.634208601041374	0.0340967805575679	0.3421351505153856	0.0996588059023026	(0.0, 0.4]
ChCC-v11002416m.g	-1.06024607760082	0.0041408232154875	0.0041165372553222	0.0192850263287419	0.0242854653076724	-1.43676640440849	1.06024607760082	1.43676640440849	0.050888526727677	0.3954861323603261	0.12867335303001884	(0.0, 0.4]
ChCC-v11002417m.g	0.03728053938541559	0.0003501278510822	0.0003480743485293	0.0016306479352446	0.0020534607101567	-0.0332428896999551	0.03728053938541559	0.0332428896999551	0.0141565001442197	0.1648618209161513	0.08586888137927151	(0.0, 0.4]
ChCC-v11002418m.g	0.6005698307814251	0.0015280508440749	0.0015190888140633	0.0071165802610028	0.0089618473986872	0.566631702514517	0.6005698307814251	0.566631702514517	0.0907699743016692	0.4288397426667584	0.2116640909660383	(0.0, 0.4]
ChCC-v11002421m.g	-0.6730340939503112	0.002813311298342	0.0027968112058317	0.0131024145770216	0.016499756299672	-0.666832326706565	0.6730340939503112	0.666832326706565				
ChCC-v11002424m.g	0.38876274426439017	0.000512622243778	0.0005096157103559	0.0023874319074968	0.0030064721600889	0.370806927939075	0.38876274426439017	0.370806927939075	0.0560223006697085	0.4596056375139495	0.12189210944569444	(0.0, 0.4]
ChCC-v11002425m.g	1.1288097307951221	0.0040557481408551	0.00403196114666	0.0188888067924742	0.0237865095044382	1.20207651090027	1.1288097307951221	1.20207651090027	0.0668295795170827	0.3448186428561199	0.19381080722183636	(0.0, 0.4]
ChCC-v11002428m.g	0.9870781068143912	0.0037500471702532	0.0037280531146136	0.0174650678497612	0.02199360748237	0.632555540950899	0.9870781068143912	0.632555540950899	0.0770233168351336	0.4549249196652866	0.1693099531496404	(0.0, 0.4]
ChCC-v11002431m.g	0.8841410665443232	0.0020536287076861	0.002041584159442	0.0095643502840349	0.0120443028209498	0.81890114872085	0.8841410665443232	0.81890114872085	0.0779001475507823	0.3453278485148832	0.22558316071466475	(0.0, 0.4]
ChCC-v11002435m.g	1.6788756551691257	0.0103450163192192	0.0102843427185451	0.048179770472021	0.0606723643714214	1.13581616691381	1.6788756551691257	1.13581616691381				
ChCC-v11002437m.g	-1.0268486411459863	0.0040046312757142	0.0039811440823283	0.0186507405822588	0.0234867148041063	-0.532790239517289	1.0268486411459863	0.532790239517289	0.0378721230108991	0.3881868046716528	0.09756159291126132	(0.0, 0.4]
ChCC-v11002438m.g	1.6905296480734957	0.0076702722743437	0.0076252860681672	0.035722704172948	0.04498528952462	1.78751941776271	1.6905296480734957	1.78751941776271				
ChCC-v11002443m.g	0.057856052373902525	0.0022570082756539	0.0022437709046716	0.0105115484904973	0.0132371012538069	0.13424024910648	0.057856052373902525	0.13424024910648	0.0647933477609056	0.3520540231473618	0.18404376459514166	(0.0, 0.4]
ChCC-v11002446m.g	-0.9568696415540896	0.0038572516388515	0.003834628828175	0.0179643504541829	0.0226223497076444	-1.0667133317312	0.9568696415540896	1.0667133317312				
ChCC-v11002449m.g	-0.47621825632618847	0.0035381144325489	0.0035173633640541	0.016478035027094	0.0207506456650614	-0.486246346669338	0.47621825632618847	0.486246346669338	0.1091107406796632	0.4750250976515931	0.2296946860683357	(0.0, 0.4]
ChCC-v11002450m.g	0.2203749738811371	0.0006561019207565	0.0006522538779199	0.003055658780313	0.003847964427758	0.20560916286402	0.2203749738811371	0.20560916286402	0.0818204966666266	0.4576668344668256	0.17877742170665728	(0.0, 0.4]
ChCC-v11002456m.g	0.02068121591595328	0.000454087296432	0.0004514240709286	0.0021148175161128	0.0026631712367989	-0.0634367990233714	0.02068121591595328	0.0634367990233714	0.0005809450329199	0.2863170593397923	0.0020290269614373635	(0.0, 0.4]
ChCC-v11002459m.g	-0.6953090114673054	0.0026068066430483	0.0025915177019374	0.01214066192372	0.0152886295789629	0.0	0.6953090114673054	0.0				
ChCC-v11002460m.g	0.5578255820310445	0.0022935237243934	0.0022800721900221	0.0106816116285985	0.0134512602790562	0.493008146141821	0.5578255820310445	0.493008146141821	0.0100168433861668	0.1758005293791332	0.05697845974379504	(0.0, 0.4]
ChCC-v11002465m.g	1.4928917741995593	0.0071957161321913	0.0071535132014566	0.0335125572481419	0.042202070795629	0.93385579093403	1.4928917741995593	0.93385579093403	0.0554246476921094	0.3270989298758525	0.1694430725075907	(0.0, 0.4]
ChCC-v11002466m.g	-2.046502081506513	0.0110352602703738	0.0109705383835909	0.0513944386861782	0.064720567991151	-2.4435260592968	2.046502081506513	2.4435260592968	0.0416412228728037	0.3311558734364805	0.12574508324639747	(0.0, 0.4]
ChCC-v11002471m.g	0.9770218986965685	0.0024732756051668	0.0024587698246253	0.0115187687765756	0.0145054849675632	0.835523854639974	0.9770218986965685	0.835523854639974	0.0069045366807921	0.22475242824916	0.030720632184395122	(0.0, 0.4]
ChCC-v11002473m.g	0.5697801810565165	0.0033756953929021	0.0033558969133302	0.0157216019960572	0.0197980761523383	0.65747200235888	0.5697801810565165	0.65747200235888	0.3015170729378936	0.6881415047990113	0.43816144039438387	(0.4, 0.8]
ChCC-v11002475m.g	0.5283545991206172	0.002061423659951	0.0020493333942516	0.0096006536594358	0.0120900193446828	0.455731067042692	0.5283545991206172	0.455731067042692	0.2011566123478306	0.4914727173216356	0.4092935482646277	(0.4, 0.8]
ChCC-v11002476m.g	-3.276176825525936e-05	0.0002646180478905	0.0002630660609942	0.0012324037407687	0.0015519552725151	-0.104659464942469	3.276176825525936e-05	0.104659464942469	0.0201896444349315	0.1921266050592782	0.10508510483856333	(0.0, 0.4]
ChCC-v11002477m.g	0.41670887962842823	0.0007072673344744	0.0007031192060909	0.003293951095469	0.0041480438600677	0.345106845983855	0.41670887962842823	0.345106845983855	0.043304383744285	0.3385143844647262	0.12792479649796798	(0.0, 0.4]
ChCC-v11002479m.g	0.39549670012334676	0.0009222065169004	0.0009167977685506	0.0042949858116242	0.0054086381396167	0.288041011808581	0.39549670012334676	0.288041011808581				
ChCC-v11002482m.g	1.4931961027484155	0.0089521003378155	0.0088995962001388	0.0416925528398785	0.0525030678372541	1.4218656858107	1.4931961027484155	1.4218656858107	0.0034325002705588	0.4581818117422298	0.007491568156114199	(0.0, 0.4]
ChCC-v11002485m.g	-0.15406800099314777	0.0006452029282457	0.0006414188080844	0.0030048989804883	0.003784043054945	-0.135478798790339	0.15406800099314777	0.135478798790339	0.0733408300761721	0.3717121538268464	0.1973054400323328	(0.0, 0.4]
ChCC-v11002491m.g	0.6115099912374767	0.0023912103218752	0.0023771858548545	0.0111365667199809	0.014024181254116	0.672755430235523	0.6115099912374767	0.672755430235523	0.0176738664380006	0.1031666571931861	0.17131374534027177	(0.0, 0.4]
ChCC-v11002493m.g	-0.046960987546757246	0.0017545558754281	0.0017442653916568	0.0081714805225985	0.0102902740893915	-0.255050946302045	0.046960987546757246	0.255050946302045	0.0901975766051051	0.4756660472454987	0.18962374364835152	(0.0, 0.4]
ChCC-v11002495m.g	0.9590640835742629	0.0042513786722987	0.0042264443035246	0.0197999154665867	0.0249338607042497	1.11105413276463	0.9590640835742629	1.11105413276463	0.2267106539047002	0.5972485625963819	0.3795917949457005	(0.0, 0.4]
ChCC-v11002502m.g	-0.08138815168786465	0.00272285677709	0.002706887201046	0.0126811413825093	0.0159692506433155	0.0821169040196481	0.08138815168786465	0.0821169040196481				
ChCC-v11002504m.g	1.183701399878793	0.0034002989396833	0.0033803561601194	0.0158361879184124	0.0199423732040855	1.01783557575141	1.183701399878793	1.01783557575141				
ChCC-v11002509m.g	0.19068937668495364	0.0035587150329398	0.0035378431417645	0.0165739780558716	0.0208714658836689	0.251892912453334	0.19068937668495364	0.251892912453334				
ChCC-v11002512m.g	-0.24945225064854076	0.0025417405599421	0.0025268332319116	0.0118376301204986	0.014907024274474	-0.415308041532805	0.24945225064854076	0.415308041532805	0.0447352568015352	0.306923693177731	0.14575367687769303	(0.0, 0.4]
ChCC-v11002515m.g	-0.1204190916322153	0.0031686714848939	0.0031500872021427	0.0147574310308047	0.0185839040725	-0.399451544608721	0.1204190916322153	0.399451544608721	0.2428018921837137	0.5248848824391791	0.4625812255353884	(0.4, 0.8]
ChCC-v11002518m.g	-0.12110931175546615	0.0034974951614883	0.0034769823253322	0.0162888591866649	0.0205124181806143	0.175664346306766	0.12110931175546615	0.175664346306766				
ChCC-v11002519m.g	-0.11014091702423802	0.0003570202347934	0.0003549263083567	0.0016627477845788	0.0020938837702085	-0.0181586172451366	0.11014091702423802	0.0181586172451366	0.0078689246424614	0.1329048420953881	0.059207208092642225	(0.0, 0.4]
ChCC-v11002521m.g	0.10428329492793015	0.0001685540160803	0.0001675654454731	0.0007850054128769	0.0009885504637525	0.157008480555422	0.10428329492793015	0.157008480555422	0.0790604711879424	0.4651705661053336	0.16996017579074402	(0.0, 0.4]
ChCC-v11002522m.g	-0.14442296648303746	0.000738066208158	0.0007337374441422	0.0034373904694712	0.0043286758115986	-0.069178704336066	0.14442296648303746	0.069178704336066	0.0200786912185795	0.2965862473985199	0.06769933331264673	(0.0, 0.4]
ChCC-v11002524m.g	0.06668451590602911	0.0035882116395874	0.0035671667505861	0.0167113523909264	0.0210444601845979	0.38144689238755	0.06668451590602911	0.38144689238755	0.0258443738285364	0.2493299798199559	0.10365529988491126	(0.0, 0.4]
ChCC-v11002525m.g	0.05342874923654798	0.0005228260518494	0.0005197596730142	0.0024349540298069	0.003066316353871	-0.0340361477302793	0.05342874923654798	0.0340361477302793	0.0330936036817034	0.21465126546101	0.15417381123110424	(0.0, 0.4]
ChCC-v11002526m.g	1.2459530294278736	0.0053412838359631	0.0053099571649797	0.0248759229856917	0.0313260326621891	1.44088157462155	1.2459530294278736	1.44088157462155	0.0609075415691573	0.3839274075578708	0.15864337989461322	(0.0, 0.4]
ChCC-v11002530m.g	0.5445749904325103	0.0040756971604661	0.0040517931651168	0.0189817152187486	0.0239035082746039	0.297313483136746	0.5445749904325103	0.297313483136746	0.0375861525942174	0.4192557752640566	0.08964969551235116	(0.0, 0.4]
ChCC-v11002531m.g	0.8377071807179853	0.003335279959227	0.0033157185164861	0.0155333754860253	0.0195610441513732	0.544157064021031	0.8377071807179853	0.544157064021031				
ChCC-v11002534m.g	0.5286758906907846	0.0031748215843747	0.0031562012312425	0.014786073845105	0.0186199737185117	0.645940628622939	0.5286758906907846	0.645940628622939	0.0406745925439291	0.4408399986765892	0.09226611166417537	(0.0, 0.4]
ChCC-v11002537m.g	-0.5107393163913705	0.0018207599212423	0.0018100811502306	0.0084798121513965	0.0106785534179643	0.0	0.5107393163913705	0.0	0.0209803890318046	0.1584818202504052	0.13238356928671735	(0.0, 0.4]
ChCC-v11002541m.g	0.08245532269573842	0.0006632896365358	0.0006593994376906	0.0030891340775749	0.0038901195773782	0.0557776546371089	0.08245532269573842	0.0557776546371089	0.2195980703652093	0.3864378073097598	0.56826238585187	(0.4, 0.8]
ChCC-v11002544m.g	-1.1969801158678346	0.004154036239683	0.0041296727850286	0.0193465632517718	0.024362958217659	-1.48579114864787	1.1969801158678346	1.48579114864787	0.1004098650108301	0.4173271012635321	0.24060231100932902	(0.0, 0.4]
ChCC-v11002546m.g	0.14599295572967486	0.0006775996683214	0.0006736255410291	0.0031557800862035	0.0039740463142598	-0.166559427833495	0.14599295572967486	0.166559427833495	0.3241952998611906	0.6221692770373665	0.5210724987979758	(0.4, 0.8]
ChCC-v11002550m.g	0.2548732163427373	0.0010332877633844	0.0010272275226653	0.0048123237059491	0.0060601172338529	0.0634314303583099	0.2548732163427373	0.0634314303583099				
ChCC-v11002552m.g	0.06427274681091677	0.0004924189656291	0.0004895309245896	0.0022933393247536	0.0028879821920191	0.0229402707095476	0.06427274681091677	0.0229402707095476	0.2722430144015834	0.7019726231046449	0.38782568641711745	(0.0, 0.4]
ChCC-v11002553m.g	0.5222542331816252	0.0012449763817363	0.0012376745856343	0.0057982195933037	0.0073016473184472	0.493962174650239	0.5222542331816252	0.493962174650239	0.1303774684876756	0.4181582003138269	0.31178981636573805	(0.0, 0.4]
ChCC-v11002556m.g	0.4817606913822235	0.0039736703696919	0.0039503647622592	0.0185065465762048	0.0233051325510203	0.69055445565178	0.4817606913822235	0.69055445565178				
ChCC-v11002560m.g	-0.1213882927799347	0.001136063897374	0.0011294008738347	0.0052909822592877	0.0066628877716354	-0.119233080170992	0.1213882927799347	0.119233080170992				
ChCC-v11002562m.g	-0.23472771154368285	0.00057532945238	0.0005719551406948	0.0026794777413707	0.0033742429292802	-0.290575921353159	0.23472771154368285	0.290575921353159	0.1965105891263726	0.4866557676614679	0.40379792490833305	(0.4, 0.8]
ChCC-v11002564m.g	-0.07507954952907442	0.000889352716923	0.000884136656364	0.004141976044099	0.0052159542750667	-0.281158312774489	0.07507954952907442	0.281158312774489	0.0622579479823232	0.2950951215085058	0.21097586318630035	(0.0, 0.4]
ChCC-v11002568m.g	0.881214155580293	0.0035860695139952	0.003565037188577	0.0167013758847354	0.0210318968574412	0.602810769590557	0.881214155580293	0.602810769590557				
ChCC-v11002570m.g	0.08550090664611217	0.0007199440545166	0.0007157215770721	0.003352990293004	0.0042223914061425	0.0644361796115712	0.08550090664611217	0.0644361796115712				
ChCC-v11002571m.g	0.0700826805892294	0.0005502455870284	0.0005470183924073	0.0025626548347748	0.0032271288628063	0.151599346133219	0.0700826805892294	0.151599346133219	0.2137757546470048	0.6915021782745568	0.3091468998411837	(0.0, 0.4]
ChCC-v11002572m.g	0.2484317229664064	0.000717996372781	0.0007137853185048	0.0033439193687945	0.0042109684704698	0.059913309010665	0.2484317229664064	0.059913309010665				
ChCC-v11002574m.g	-0.054779946882362145	0.0002731445894739	0.0002715425943453	0.001272114341867	0.0016019624858256	-0.0516119028319106	0.054779946882362145	0.0516119028319106				
ChCC-v11002577m.g	-0.7992804863693223	0.0019070958829176	0.0018959107508234	0.0088819040078657	0.011184904182766	-0.760405160117043	0.7992804863693223	0.760405160117043	0.1643654852035346	0.523881842775998	0.31374533679689715	(0.0, 0.4]
ChCC-v11002579m.g	-2.443129727538567	0.014499351585577	0.0144143127764547	0.0675277263785854	0.0850370763471036	-3.23350324866722	2.443129727538567	3.23350324866722				
ChCC-v11002586m.g	-0.02394591392420021	0.0001571339870532	0.0001562123950046	0.0007318189934137	0.000921573270012	-0.0829091551400137	0.02394591392420021	0.0829091551400137	0.0446536384579519	0.1798339588640564	0.2483048181779024	(0.0, 0.4]
ChCC-v11002587m.g	0.07700991892478862	0.0001008408431525	0.000100249410828	0.0004696453371725	0.0005914202733451	0.0322282381437671	0.07700991892478862	0.0322282381437671	0.0218993660191967	0.2916193418281497	0.075095725413515	(0.0, 0.4]
ChCC-v11002590m.g	0.5961595389589809	0.0013872575169127	0.0013791212408531	0.0064608645059618	0.008136110272417	0.340919906174703	0.5961595389589809	0.340919906174703	0.0874206741679855	0.3778705085748629	0.231350878632186	(0.0, 0.4]
